Node,CAGM value
35480,1.7086781145019994
42274,1.7086781145019994
46798,1.7086781145020002
24706,1.7086781145019998
7172,1.7086781145019996
44804,1.708678114501999
53974,1.708678114502003
35103,5.698026766613082
51962,31.140953783555798
189,18.778240972633306
29599,3.834712458015481
58424,2.4173562290039996
35300,5.698026766613082
57942,31.1409537837951
7859,3.8347124579965586
45523,2.417356229004
17384,1.7086781145020002
30744,1.7086781145019998
49658,6.3429765582600774
44442,3.299074529029076
29941,5.252068687011999
60839,1.7086781145020002
51477,1.7086781145019996
42394,1.708678114502
56780,1.7086781145020002
67299,1.708678114501999
63171,1.7086781145020007
18778,1.7086781145019994
36578,1.7086781145019998
60445,2.4173562290039996
4983,3.8347124580092125
44430,1.7086781145019998
52351,1.7086781145019998
5510,1.7086781145019998
66217,1.7086781145019998
32833,26.13083197469014
40559,8.08678114502
42230,11.329938714847037
44359,1.708678114502
31890,1.7086781145019994
44446,1.708678114502
60041,1.7086781145020002
28879,2.417356229004
56264,3.9928927561979566
50073,10.532928561446164
44262,6.669424916016004
65223,2.4173562290039996
21380,3.834712458009099
63697,1.7086781145019996
37871,1.7086781145020002
19836,1.7086781145020002
2459,1.7086781145020007
48098,1.7086781145019994
55443,1.7086781145020014
25137,3.8347124580080694
64212,2.417356229004
59077,1.7086781145020011
41687,1.7086781145019985
16623,0.0
9026,1.708678114502002
28043,1.7086781145020005
47542,5.529459490458211
38055,18.082954804851973
10790,1.7086781145019998
38682,1.7086781145019985
31633,1.7086781145019991
31668,1.7086781145020002
62877,1.7086781145019998
22121,1.708678114502001
16796,1.7086781145019996
12117,1.708678114502
30465,1.708678114502003
19105,1.7086781145019987
14988,1.7086781145019991
27139,1.708678114501999
63272,9.475173810707885
1653,6.669424916016001
21669,10.193420482693764
40435,1.7086781145020005
6055,1.7086781145019994
216,1.708678114501999
16415,1.708678114501999
39004,1.7086781145019998
52024,1.708678114502
34891,1.7086781145019994
68028,1.708678114501999
57371,1.708678114501999
39323,1.7086781145020007
67362,5.252068687011999
39916,3.299074529029076
3624,5.252068687011999
58006,5.252068687012001
24059,1.708678114501998
56083,1.7086781145019998
66135,44.55409883140588
21601,1.708678114501999
4660,1.7086781145020007
68631,4.005793936085044
33384,13.18571485445337
67493,1.7086781145019996
24165,1.7086781145020014
17575,6.669424916016
3788,1.7086781145019998
22298,1.7086781145020002
62871,4.089689655186311
49369,14.115153896684415
2194,3.8347124580090215
183,2.4173562290039996
68024,1.7086781145020007
24408,1.708678114502001
64100,1.7086781145020022
5925,1.7086781145020022
13221,1.7086781145020005
37626,1.7086781145019994
9977,1.7086781145020016
2790,1.7086781145020011
13960,7.378103030512907
57004,3.1260343435059994
9775,1.708678114501999
34669,1.7086781145019991
51219,1.7086781145020007
26478,1.7086781145019998
6041,25.043438979726695
65961,5.55319666097157
63134,1.7086781145020002
43889,1.7086781145020002
20944,1.7086781145019998
46377,1.7086781145019987
30317,1.708678114501998
66200,1.7086781145020007
35059,3.299074529029076
26450,1.7086781145019967
53037,1.7086781145019998
2317,3.97508495896173
13052,10.620976507728972
26028,2.4173562290039996
17141,3.8347124580098253
47832,2.4173562290039996
14522,1.7086781145019994
62250,1.7086781145020007
65687,5.252068687012001
31076,1.7086781145019985
52889,1.7086781145019998
46139,22.893206939928973
34627,5.266681915185684
1511,7.2940027168944574
54369,3.834712458010074
67327,2.4173562290039996
63854,1.708678114502
10510,1.7086781145020002
33048,1.7086781145019996
33980,1.7086781145019996
54785,19.54629659576874
55835,5.529459490458212
1931,3.6459836426135164
36860,25.20038169651723
62597,1.7086781145019996
36104,1.7086781145019994
10278,3.8347124580140157
4690,2.417356229004
42198,6.3429765582608
28858,1.7086781145019994
59690,1.7086781145020007
12109,1.7086781145019998
46632,1.7086781145020002
40852,1.708678114501999
62514,1.7086781145019982
27064,1.7086781145020016
25276,1.708678114502
68111,152.20258452448715
68251,11.89089705394933
67872,4.54339057251
48343,1.7086781145019998
30493,1.7086781145019998
46695,101.63338685429746
33755,36.06378183573918
35096,1.7086781145019978
10863,1.7086781145019996
12799,1.7086781145020025
47483,1.7086781145020025
31583,14.119687942746483
42999,1.708678114501998
19512,1.708678114501998
68417,3.8347124580083607
30407,2.4173562290039996
59797,2.4173562290039996
17431,3.834712458002629
21286,5.252068687012001
35488,3.299074529029076
40730,1.7086781145019998
60697,1.708678114502001
20420,1.708678114502001
38264,1.7086781145020034
49743,3.834712458007999
26422,2.4173562290039996
42460,1.708678114501999
8167,1.7086781145019996
47642,3.8347124580076817
25590,2.417356229004
61475,3.1260343435060003
29106,7.378103030543311
50109,82.31267526014999
16535,6.862657865467057
5660,2.417356229004
52747,6.129371618040482
55858,2.4173562290039996
23788,3.8347124579908893
1765,1.708678114501999
52237,1.7086781145019996
16775,4.751205525446374
10375,6.669424916016
11403,14.119687942470819
58376,15.173562290039994
47317,5.252068687011999
56798,3.299074529029076
53450,4.478816637692229
2701,1.7086781145019996
37488,1.708678114502
43226,9.475173810739417
56948,3.6459836426135217
56120,6.669424916016
25197,9.475173810665028
30291,2.4173562290039996
28320,3.834712458007999
12459,1.708678114502006
6977,1.7086781145019978
41127,6.669424916016011
64332,9.4751738105294
57949,1.7086781145020007
57957,1.7086781145019958
7187,1.7086781145020014
30313,1.708678114501998
12511,3.8347124580169503
60605,2.4173562290039996
65183,7.2940027168944574
40280,1.7086781145020011
6240,1.708678114501998
45079,17.148882594779554
51160,22.022517498981518
53506,5.252068687012
57626,5.252068687012001
32719,1.7086781145020005
8307,1.7086781145020014
10486,33.71851436697103
2371,31.140953784275155
42473,1.7086781145020025
19275,1.7086781145019996
47827,3.8347124580089735
18668,2.4173562290039996
10500,3.2990745290290757
3192,1.7086781145020014
68205,1.708678114502002
35107,1.7086781145019994
4976,1.7086781145020007
52149,9.47517381048167
32697,3.6459836426132095
66495,1.7086781145019998
51605,1.7086781145019967
48851,1.7086781145019985
12464,1.708678114501997
15018,3.299074529029076
45844,9.620036405274934
7815,1.708678114502002
64833,1.7086781145020016
15089,3.299074529029076
53159,5.252068687012
48973,864.0771928834887
38142,5.981884405551995
22165,1.7086781145020016
54218,1.7086781145019998
43948,3.1260343435060003
4997,3.834712458007332
65553,2.417356229004
68368,1.708678114502
10598,1.7086781145019991
51548,12.338849832045245
305,3.8347124580079996
4114,1.7086781145020005
35220,1.7086781145020002
67453,3.126034343506
55963,3.1260343435059994
58622,1.708678114501999
58231,1.7086781145019998
49192,1.7086781145020022
45663,1.7086781145020034
44992,1.708678114501999
60134,1.7086781145019982
38011,1.7086781145019994
29965,1.708678114502001
30254,5.252068687012
28161,3.299074529029076
23000,1.7086781145020027
32162,1.7086781145020025
7393,1.7086781145019996
5390,1.7086781145020011
9443,2.4173562290039996
67701,3.8347124580094754
8115,2.4173562290039996
21934,3.8347124580110217
60797,19.6670399513353
23560,3.299074529029076
62227,5.252068687012001
7120,1.7086781145019998
26530,1.7086781145020002
47580,1.7086781145020002
14394,1.7086781145020005
8660,1.7086781145020007
57947,1.708678114501999
21895,100.44432864159205
5338,3.834712458009197
28138,2.4173562290039996
14726,4.562112467584274
34071,3.299074529029076
32800,5.252068687012001
63850,3.299074529029076
29335,4.54339057251
32368,5.252068687011999
18844,3.126034343506
56382,7.378103030512353
62824,7.3114197076869125
8257,1.708678114502
52630,1.7086781145020002
21542,1.7086781145020014
18675,1.7086781145019991
47390,2.4173562290039996
38134,2.417356229004
57794,3.8347124580086343
20749,3.6459836426133343
13840,11.89089705394933
36383,7.3781030305389885
17911,3.126034343506
25091,1.708678114501999
60368,1.7086781145020002
63970,5.252068687012
23072,4.54339057251
65422,1.7086781145020005
8193,1.7086781145019976
51204,3.126034343506
23179,1.7086781145019945
41424,1.7086781145020007
49962,1.7086781145019954
3754,1.7086781145019971
18220,1.7086781145020007
7077,1.708678114501999
22838,52.01413276739388
31612,7.329195873205017
31083,1.7086781145019985
50371,1.7086781145019954
56229,1.7086781145019976
39861,1.7086781145020027
40045,3.8347124580079863
45200,2.4173562290039996
36071,1.7086781145020007
55655,1.7086781145020025
50002,1.708678114502
34813,1.7086781145020011
49554,1.708678114501999
15681,1.7086781145019998
11442,2.4173562290039996
22152,1.7086781145020018
33090,1.7086781145019987
65518,1.7086781145019987
54252,1.7086781145019998
36612,1.7086781145020007
6613,1.7086781145020065
12457,3.126034343506
39659,8.491889468114824
8109,5.189837446105327
60311,1.708678114501999
42499,1.708678114501999
40272,1.7086781145020036
66466,1.7086781145020031
29715,5.252068687012001
52419,5.252068687012
49563,3.1260343435060003
58599,1.7086781145019991
30017,1.7086781145020018
17030,7.378103030518368
51512,3.126034343506
46541,1.7086781145020002
46903,1.7086781145019996
54619,1.708678114501999
31840,1.7086781145020036
2784,1.7086781145019985
57820,1.7086781145020025
45486,10.991238057024542
37876,1.7086781145019971
50814,1.708678114502001
32178,1.7086781145019998
25919,1.7086781145019998
44515,20.823803215323775
41378,5.140332507952294
28639,1.7086781145019991
2665,1.7086781145019996
51266,1.7086781145019998
37079,1.7086781145020002
11264,2.417356229004
45466,2.417356229004
34797,1.7086781145020011
57246,1.708678114502
61170,1.7086781145020002
20166,1.7086781145019998
47064,1.7086781145019967
11850,1.7086781145020016
59834,1.708678114502002
38090,1.7086781145020016
6975,3.8347124580080116
32838,2.4173562290039996
29312,1.7086781145020045
60108,1.7086781145019985
12487,1.7086781145020014
37392,1.7086781145019998
31468,3.299074529029076
26943,5.252068687012001
8979,3.299074529029076
18168,5.252068687012001
20732,1.708678114501998
63156,1.7086781145020005
4866,1.7086781145019994
40924,1.7086781145020002
7108,14.119687942236471
53355,4.751205525446375
38891,1.708678114502
14514,1.7086781145019998
45863,1.7086781145020014
30614,1.7086781145020002
2170,1.7086781145019998
10804,1.7086781145019994
15005,1.7086781145019985
26847,1.7086781145019998
22862,1.7086781145019998
64063,1.7086781145019998
26705,1.7086781145019998
5765,1.7086781145020007
8411,1.708678114501999
45419,1.7086781145020011
50989,1.7086781145019994
23533,1.7086781145019998
54255,1.7086781145020011
34421,1.7086781145019954
36019,2.417356229004
37616,33.71851436695754
22769,5.782158304924994
38074,1.7086781145020007
57295,1.7086781145020007
28652,1.7086781145020016
12211,1.708678114501998
10425,1.7086781145020002
55218,1.7086781145019987
14642,3.834712458008008
7887,2.4173562290039996
65199,1.708678114502001
9082,1.7086781145020005
38867,1.708678114502
40434,1.7086781145020014
14847,1.7086781145019994
21688,1.7086781145019976
60940,3.8347124580079996
56015,1.7086781145019978
24566,1.7086781145019994
58769,2.4173562290039996
42725,2.4173562290039996
37286,3.8347124580079983
41601,1.7086781145019996
44105,1.708678114502001
12890,1.7086781145020011
39584,1.7086781145019998
34800,1.7086781145019998
53088,1.7086781145019994
56583,6.669424916016003
66019,5.189837446105418
12689,19.920630822575806
47770,1.708678114502
47877,1.7086781145019994
20599,3.834712458008001
31729,2.4173562290039996
25065,2.417356229004
10108,2.417356229004
51152,2.417356229004
23942,3.834712458008001
4550,1.7086781145020005
29808,1.7086781145020002
62558,1.7086781145020007
3313,1.7086781145019974
50231,1.7086781145020002
31488,1.7086781145020016
39586,1.7086781145020025
20,1.7086781145019994
47814,1.7086781145019978
22895,1.708678114501999
37011,1.7086781145019996
52529,1.7086781145020005
14083,3.2990745290290757
49865,2.4173562290039996
42869,1.7086781145019998
10045,1.7086781145019976
59260,1.7086781145019994
14111,1.7086781145019994
15200,1.7086781145020002
50892,1.7086781145020011
47527,1.7086781145019985
4652,1.708678114501999
42584,1.7086781145019994
53907,1.7086781145019991
26554,6.249680721796989
26913,38.90600421033563
51408,3.700562672680392
22467,1.7086781145019998
57097,1.708678114501999
55570,21.33791866780774
66689,1.7086781145019994
29546,1.7086781145020011
21075,7.2940027168944574
23961,5.252068687012001
41522,1.7086781145020005
16654,1.708678114502
12283,1.708678114502
44541,1.7086781145020002
36033,2.4173562290039996
41518,3.8347124580079996
64477,1.7086781145020036
23584,1.708678114501999
26771,10.991238057024542
34475,2.417356229004
40737,2.4173562290039996
28083,16.425871784923405
60138,2.417356229004
52913,3.834712458007999
41544,2.4173562290039996
68015,2.4173562290039996
60885,1.708678114502
56602,1.7086781145020007
48878,1.7086781145019998
45643,1.708678114501999
44736,2.4173562290039996
16266,3.834712458007999
4959,1.708678114502
20005,1.7086781145019996
12121,3.1260343435060003
3765,2.4173562290039996
19893,3.834712458008
11047,1.7086781145019998
37334,1.7086781145019998
21418,1.708678114501999
3520,1.7086781145020002
30579,2.4173562290039996
43822,3.8347124580079996
8803,2.4173562290039996
41458,3.834712458008
63706,1.7086781145019985
65922,1.7086781145019996
7408,3.834712458008
58210,2.4173562290039996
30481,2.4173562290039996
35630,6.383622048521997
35606,250.40031497402575
1481,17.47868811441409
65727,12.594748916460873
64612,3.126034343506
30766,7.378103030517997
49332,1.7086781145019998
18601,1.7086781145020007
66513,1.7086781145020007
23018,1.708678114501999
17150,2.4173562290039996
38730,15.379964098588193
1268,4.478816637692231
63142,2.417356229004
56475,1.7086781145019996
215,1.7086781145020007
15464,2.417356229004
41759,8.086781145020003
12715,1.7086781145019996
39984,1.708678114502
62803,1.7086781145019998
7780,1.708678114501999
16975,1.7086781145020002
10257,1.7086781145020007
55387,23.358025449640362
57433,4.089689655186312
23220,1.7086781145020005
41388,1.7086781145019974
16869,1.7086781145020002
58323,1.7086781145019994
57096,1.7086781145020002
49466,1.7086781145020005
8602,1.708678114502
37663,1.7086781145019998
43076,1.7086781145019998
53270,1.7086781145019987
48773,1.708678114501998
20532,1.7086781145020007
64829,7.345938663831018
40423,1.7086781145020002
23514,1.7086781145019994
22285,1.7086781145020002
10669,1.7086781145020007
10093,1.7086781145020002
17667,1.708678114501999
9521,1.7086781145020005
41973,1.7086781145019994
30584,3.126034343506
56609,1.708678114502002
36862,1.7086781145020007
46160,1.708678114502
66932,1.708678114502
66386,1.7086781145019996
38254,1.7086781145019998
28473,1.7086781145019994
44674,1.708678114502
12492,1.708678114502
491,1.7086781145020007
68537,2.4173562290039996
53676,7.378103030517998
58365,3.1260343435059994
23324,2.4173562290039996
21952,3.834712458007999
62261,2.4173562290039996
9218,1.7086781145020002
63883,1.708678114502
5554,4.751205525446374
68279,1.7086781145019994
16026,1.7086781145019996
51252,1.7086781145019998
58028,1.708678114502
55319,5.252068687012
56343,5.252068687012
3423,9.475173811117326
61830,3.645983642611455
15304,1.7086781145019998
67619,1.7086781145019994
30846,1.7086781145020007
50090,1.7086781145019998
888,1.7086781145019991
15506,1.7086781145019996
45027,1.7086781145020007
45107,1.7086781145020002
65089,1.7086781145019998
45848,1.7086781145019994
63805,5.140332507952293
24397,1.7086781145019998
34803,1.7086781145020002
18533,1.7086781145019996
57738,1.7086781145020007
14068,1.7086781145019998
33512,1.7086781145019998
29068,5.529459490458211
65341,2.4173562290039996
16663,2.417356229004
34821,1.7086781145020005
47219,1.708678114502
53454,1.7086781145019994
8911,1.7086781145020005
34566,1.708678114502
969,1.7086781145020002
49544,1.7086781145020002
58267,1.7086781145020007
9207,1.708678114502002
36500,1.7086781145020005
5544,3.2990745290290757
38818,1.7086781145020005
31156,1.7086781145019994
50434,1.7086781145020002
43779,1.708678114501999
45712,3.299074529029076
52820,3.1260343435060003
32992,7.378103030518
16762,1.7086781145019998
7356,1.7086781145020011
59708,1.7086781145020002
277,1.7086781145019996
26997,2.4173562290039996
24117,3.834712458007999
14381,313.7669620324344
53601,14.25910594643934
9790,5.698026766613082
52769,1.7086781145020007
37835,1.7086781145020002
45778,1.7086781145019998
48674,1.708678114502
25628,1.708678114501999
60929,1.7086781145019998
19974,12.214696434315801
20108,1.708678114501999
30417,1.7086781145019998
27434,16.31401751485939
66850,1.7086781145019991
38161,1.708678114502
41221,1.7086781145019998
1593,1.708678114502
10074,5.676304469986857
279,2.4173562290039996
21764,2.417356229004
27260,2.4173562290039996
49176,1.7086781145019994
34399,1.7086781145019991
56663,10.991238057024542
50644,1.708678114501999
68571,1.7086781145019996
4960,1.7086781145020002
43739,1.7086781145020002
48438,6.862657865467057
48022,1.7086781145019998
45385,1.7086781145020002
65842,1.7086781145019998
39523,1.7086781145019994
30367,3.834712458007999
61336,2.4173562290039996
33342,3.2990745290290757
4965,2.4173562290039996
10815,2.4173562290039996
58395,3.834712458007999
4944,1.708678114501999
26619,1.708678114502001
24711,5.698026766613081
49143,16.4258717849234
34222,4.089689655186311
21834,1.7086781145019991
43080,1.7086781145019996
15083,1.7086781145019998
51030,1.7086781145020007
2834,1.7086781145019998
9390,1.7086781145019998
39039,3.8347124580079996
11953,2.4173562290039996
18548,1.708678114501999
68054,1.7086781145019998
67386,6.669424916015996
15334,9.475173810737484
7455,1.7086781145019994
17184,1.7086781145019994
43246,1.7086781145019994
31702,1.7086781145019998
25481,11.89089705394933
51825,7.345938663831018
14546,3.2990745290290757
48984,1.708678114502
17174,1.708678114502
42859,1.7086781145019998
58653,1.7086781145019991
68711,41.571535581047556
40517,50.113120741564096
7865,1.7086781145019998
32205,1.7086781145019998
61129,3.834712458007999
59471,2.417356229004
59861,3.299074529029076
50713,2.4173562290039996
3106,1.7086781145020002
65486,1.708678114501999
12587,1.7086781145020011
13341,1.7086781145020007
23037,1.708678114502
57259,1.7086781145020007
33179,1.7086781145020007
41409,1.7086781145020002
66475,1.7086781145020002
68008,1.7086781145020005
40805,2.417356229004
14823,44.00957774711244
61742,24.312241355116225
17956,2.4173562290039996
62636,3.834712458007999
50786,1.7086781145020005
47486,1.7086781145019996
12190,3.126034343506
47263,2.4173562290039996
43724,1.7086781145019994
26969,1.7086781145019996
52458,3.1260343435060003
58449,1.7086781145020005
13648,1.7086781145019996
11530,1.7086781145019998
34268,1.7086781145020007
57612,1.7086781145019998
60374,1.7086781145019994
33545,1.7086781145020002
25717,1.7086781145019994
6589,1.7086781145019994
56437,1.7086781145019998
59789,21.77081588575697
10431,2.4173562290039996
19470,3.834712458007999
25820,1.7086781145020002
32544,1.7086781145019985
64950,1.7086781145020007
15212,1.7086781145019998
19172,1.7086781145020002
14425,1.7086781145020011
46861,2.4173562290039996
59836,2.4173562290039996
37520,1.708678114502
5806,1.7086781145019998
36180,2.417356229004
52276,3.834712458007999
53541,1.7086781145019996
32505,1.7086781145019994
18433,19.66703995133531
34633,1.7086781145019998
47942,1.7086781145019991
10300,1.7086781145020002
47583,1.7086781145020007
16687,3.126034343506
10535,1.708678114502
42889,1.7086781145020002
19469,3.299074529029076
60110,2.4173562290039996
61889,3.126034343506
3224,1.7086781145020007
52116,1.7086781145019998
52320,1.7086781145020002
32916,1.7086781145019998
54717,1.708678114502
10988,1.7086781145019994
22504,1.7086781145019998
33544,1.7086781145019998
19615,492.49599223799163
67289,1.7086781145019998
28406,1.7086781145019998
18908,3.126034343506001
12400,11.89089705394933
41906,1.708678114502
52864,1.7086781145019998
45319,3.8347124580079996
64787,2.4173562290039996
62074,5.252068687012
8391,3.299074529029076
8012,3.8347124580079996
46338,1.7086781145019994
10756,1.7086781145020005
5187,1.7086781145019994
54424,1.7086781145019998
56679,1.7086781145020002
59512,1.708678114502
12235,4.751205525446374
45575,1.708678114502
57492,1.7086781145019998
31296,3.299074529029076
47409,1.7086781145019998
8854,1.7086781145019998
59263,1.7086781145019996
29725,1.7086781145019994
41172,9.47517381073748
66158,7.976351969452822
26712,1.7086781145019998
10017,1.7086781145019998
35336,2.4173562290039996
27246,7.3114197076869125
26398,5.529459490458211
48437,1.7086781145019998
9686,1.708678114502
35376,1.7086781145020007
24394,1.7086781145020002
3925,1.7086781145020002
36103,1.7086781145019998
49566,1.7086781145019998
17486,1.7086781145019998
25948,4.751205525446372
3504,22.893206939928977
61999,1.7086781145019998
10665,1.7086781145020002
14979,1.708678114502
67757,1.708678114502
334,1.7086781145019998
30392,1.7086781145019996
6201,1.7086781145019996
54087,1.7086781145019998
58453,1.7086781145019998
18127,1.7086781145020002
17495,1.7086781145019998
52373,1.7086781145020002
31860,3.834712458007999
47943,2.4173562290039996
51108,1.7086781145020002
58486,1.7086781145020002
10509,3.834712458007999
10653,2.417356229004
7522,14.119687942470822
53777,4.751205525446374
38619,3.931972066412558
14903,1.7086781145020002
50616,1.7086781145020002
68204,3.299074529029076
9285,1.7086781145020002
13239,1.7086781145019998
45632,1.7086781145020007
59908,1.7086781145019998
28376,1.708678114502
41135,1.7086781145019998
12167,1.7086781145019994
47057,1.7086781145020002
46919,1.7086781145019998
11219,1.7086781145019998
49681,1.7086781145020002
57368,1.7086781145019998
34810,3.834712458007999
6814,2.4173562290039996
7737,1.7086781145019996
6499,1.7086781145019998
44977,6.669424916016008
48583,2.4173562290039996
65788,1.7086781145019998
51028,1.7086781145019998
4387,5.1403325079522935
457,4.089689655186311
15389,1.708678114502
16570,1.7086781145019998
7648,2.4173562290039996
21477,1.708678114502
38492,1.7086781145019998
65586,1.7086781145020002
28410,1.7086781145019998
45983,3.834712458007999
11212,2.4173562290039996
51808,3.299074529029076
14774,5.252068687012
51739,5.782158304924993
56765,1.708678114502
20163,1.7086781145019998
53540,3.1260343435059994
55610,2.4173562290039996
32135,1.7086781145019998
23838,1.7086781145019998
21130,17.556099123390617
32570,5.024031267688459
47339,1.7086781145019998
65168,1.7086781145020007
45339,4.751205525446373
42804,14.119687942426236
12230,3.6459836426113412
54076,1.7086781145019998
2198,1.7086781145020002
6769,3.834712458007999
753,2.4173562290039996
924,3.700562672680392
16031,1.7086781145019998
65517,1.708678114502
44394,1.7086781145019998
42913,1.7086781145019996
66349,0.0
18956,1.7086781145019994
59870,1.7086781145019998
19224,2.4173562290039996
12334,3.834712458008
60227,1.7086781145020002
28194,1.7086781145020002
23013,3.126034343506
25603,2.4173562290039996
51679,4.751205525446374
15640,1.7086781145019998
24153,1.7086781145019998
61275,5.252068687012
30643,3.299074529029076
12561,219.0038223482203
49509,1.7086781145019998
7741,1.7086781145019996
41908,1.7086781145019996
31908,1.7086781145019994
28279,1.7086781145020007
41943,1.7086781145020002
37332,5.698026766613082
38946,3.299074529029076
22342,1.7086781145019998
46895,1.7086781145019998
60546,2.4173562290039996
12363,2.4173562290039996
57052,1.7086781145020005
3922,1.708678114502
